,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
487,George Morrison,sct SCO,MF,Fleetwood Town,18,2005,7,1,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
488,Jack Muldoon,eng ENG,"FW,MF",Harrogate Town FC,35,1989,39,28,"2,630",29.2,2,3,5,2,0,0,4,0,0.07,0.1,0.17,0.07,0.17,Matches
489,Admiral Muskwe,zw ZIM,"FW,MF",Harrogate Town FC,25,1998,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
490,Kelly N'Mai,nl NED,"MF,FW",Salford City FC,20,2004,32,28,"2,461",27.3,9,4,13,9,0,0,11,0,0.33,0.15,0.48,0.33,0.48,Matches
491,Tom Naylor,eng ENG,"MF,DF",Chesterfield,33,1991,40,37,"3,374",37.5,4,6,10,4,0,0,8,0,0.11,0.16,0.27,0.11,0.27,Matches
492,Harrison Neal,eng ENG,MF,Carlisle United,23,2001,21,13,"1,347",15,1,0,1,1,0,0,7,0,0.07,0,0.07,0.07,0.07,Matches
493,Harrison Neal,eng ENG,MF,Fleetwood Town,23,2001,21,14,"1,336",14.8,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
494,Stephan Negru,ie IRL,DF,Salford City FC,22,2002,30,26,"2,363",26.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
495,Aaron Nemane,eng ENG,MF,Milton Keynes Dons,26,1997,40,36,"2,988",33.2,0,9,9,0,0,0,7,0,0,0.27,0.27,0,0.27,Matches
496,Lucas Ness,eng ENG,"DF,MF",Notts County,22,2002,7,6,455,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
497,Josh Neufville,eng ENG,MF,AFC Wimbledon,24,2000,46,46,"4,059",45.1,4,5,9,4,0,0,5,0,0.09,0.11,0.2,0.09,0.2,Matches
498,Elliott Nevitt,eng ENG,"FW,MF",Gillingham,28,1996,36,31,"2,711",30.1,4,2,6,4,0,1,8,0,0.13,0.07,0.2,0.13,0.2,Matches
499,Elliot Newby,eng ENG,MF,Barrow,28,1995,44,35,"3,119",34.7,3,8,11,3,0,0,4,0,0.09,0.23,0.32,0.09,0.32,Matches
500,Tom Nichols,eng ENG,MF,Swindon Town,30,1993,20,16,"1,295",14.4,2,2,4,2,0,0,2,0,0.14,0.14,0.28,0.14,0.28,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Tom Nixon,eng ENG,DF,Doncaster Rovers,21,2002,9,2,241,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
502,Jack Nolan,eng ENG,MF,Gillingham,23,2001,31,20,"1,703",18.9,1,3,4,1,0,0,1,0,0.05,0.16,0.21,0.05,0.21,Matches
503,Manni Norkett,eng ENG,"MF,FW",Cheltenham Town,19,2004,5,2,143,1.6,1,0,1,1,0,0,0,0,0.63,0,0.63,0.63,0.63,Matches
504,Cameron Norman,eng ENG,"MF,DF",Tranmere Rovers,28,1995,41,36,"3,068",34.1,3,4,7,3,0,0,6,1,0.09,0.12,0.21,0.09,0.21,Matches
505,Luke Norris,eng ENG,FW,Tranmere Rovers,31,1993,13,8,713,7.9,1,0,1,0,1,1,4,0,0.13,0,0.13,0,0,Matches
506,Eno Nto,eng ENG,FW,Harrogate Town FC,21,2002,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
507,Freddie O''Donoghue,,FW,Carlisle United,,,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
508,Connor O'Brien,eng ENG,"MF,DF",Accrington Stanley,19,2005,25,18,"1,677",18.6,0,2,2,0,0,0,6,0,0,0.11,0.11,0,0.11,Matches
509,Joe O'Brien-Whitmarsh,ie IRL,MF,Accrington Stanley,19,2005,13,6,633,7,3,0,3,3,0,0,2,0,0.43,0,0.43,0.43,0.43,Matches
510,Anthony O'Connor,ie IRL,DF,Harrogate Town FC,31,1992,45,45,"4,050",45,1,1,2,1,0,0,4,0,0.02,0.02,0.04,0.02,0.04,Matches
511,Lee O'Connor,ie IRL,"DF,MF",Tranmere Rovers,24,2000,42,39,"3,446",38.3,0,1,1,0,0,0,8,0,0,0.03,0.03,0,0.03,Matches
512,Tommi O'Reilly,eng ENG,MF,Milton Keynes Dons,20,2003,16,3,479,5.3,1,0,1,1,0,0,4,0,0.19,0,0.19,0.19,0.19,Matches
513,Connor O'Riordan,ie IRL,DF,Crewe Alexandra,20,2003,20,19,"1,708",19,3,0,3,3,0,0,2,0,0.16,0,0.16,0.16,0.16,Matches
514,John-Joe O'Toole,ie IRL,DF,AFC Wimbledon,35,1988,7,7,584,6.5,1,1,2,1,0,0,4,1,0.15,0.15,0.31,0.15,0.31,Matches
515,Justin Obikwu,tt TRI,FW,Grimsby Town,20,2004,19,12,933,10.4,7,0,7,7,0,0,0,0,0.68,0,0.68,0.68,0.68,Matches
516,Mipo Odubeko,ie IRL,FW,Fleetwood Town,21,2002,5,0,99,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
517,Clarke Oduor,ke KEN,MF,Bradford City,25,1999,19,7,813,9,1,0,1,1,0,0,1,0,0.11,0,0.11,0.11,0.11,Matches
518,Idris Odutayo,eng ENG,"MF,DF",Bromley,21,2002,34,32,"2,794",31,1,4,5,1,0,0,3,0,0.03,0.13,0.16,0.03,0.16,Matches
519,Luke Offord,eng ENG,DF,Milton Keynes Dons,24,1999,42,42,"3,680",40.9,3,0,3,3,0,0,10,0,0.07,0,0.07,0.07,0.07,Matches
520,Nnamdi Ofoborh,ng NGA,MF,Swindon Town,24,1999,37,23,"1,966",21.8,2,1,3,2,0,0,4,0,0.09,0.05,0.14,0.09,0.14,Matches
521,Shadrach Ogie,ie IRL,DF,Gillingham,22,2001,34,26,"2,450",27.2,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
522,Isaac Ogundere,eng ENG,DF,AFC Wimbledon,21,2002,39,24,"2,460",27.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
523,Mazeed Ogungbo,ie IRL,DF,Barrow,21,2002,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
524,Funso Ojo,be BEL,MF,Port Vale,32,1991,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
525,David Okagbue,ie IRL,DF,Walsall,20,2004,44,41,"3,765",41.8,2,5,7,2,0,0,10,0,0.05,0.12,0.17,0.05,0.17,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
526,Francis Okoronkwo,eng ENG,FW,Salford City FC,19,2004,22,11,998,11.1,3,0,3,3,0,0,1,0,0.27,0,0.27,0.27,0.27,Matches
527,Michael Olakigbe,eng ENG,"MF,FW",Chesterfield,20,2004,17,13,"1,151",12.8,2,2,4,2,0,0,2,0,0.16,0.16,0.31,0.16,0.31,Matches
528,Darren Oldaker,eng ENG,MF,Chesterfield,25,1999,32,26,"2,218",24.6,3,4,7,3,0,0,8,2,0.12,0.16,0.28,0.12,0.28,Matches
529,Vadaine Oliver,eng ENG,FW,Bradford City,32,1991,12,1,170,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
530,Olufela Olomola,eng ENG,FW,Bromley,26,1997,16,6,605,6.7,1,1,2,1,0,0,2,0,0.15,0.15,0.3,0.15,0.3,Matches
531,Tosin Olopade,ng NGA,DF,Salford City FC,19,2004,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
532,Joseph Olowu,eng ENG,DF,Doncaster Rovers,24,1999,31,27,"2,489",27.7,3,2,5,3,0,0,1,0,0.11,0.07,0.18,0.11,0.18,Matches
533,Milton Oni,eng ENG,MF,Colchester United,18,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
534,Danilo Orsi-Dadamo,eng ENG,FW,Milton Keynes Dons,28,1996,18,10,932,10.4,3,0,3,3,0,0,1,0,0.29,0,0.29,0.29,0.29,Matches
535,Mark Oxley,eng ENG,GK,Harrogate Town FC,33,1990,2,1,140,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
536,Ash Palmer,eng ENG,DF,Chesterfield,31,1992,15,15,"1,340",14.9,2,2,4,2,0,0,0,0,0.13,0.13,0.27,0.13,0.27,Matches
537,Matt Palmer,eng ENG,MF,Notts County,29,1995,43,39,"3,561",39.6,0,4,4,0,0,0,8,0,0,0.1,0.1,0,0.1,Matches
538,Josh Passley,eng ENG,MF,Bromley,29,1994,4,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
539,Will Patching,eng ENG,MF,Carlisle United,25,1998,10,6,480,5.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
540,Ruari Paton,sct SCO,FW,Port Vale,23,2000,19,9,745,8.3,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,Matches
541,Omari Patrick,eng ENG,MF,Tranmere Rovers,28,1996,46,40,"3,382",37.6,11,4,15,10,1,1,4,0,0.29,0.11,0.4,0.27,0.37,Matches
542,Keenan Patten,wls WAL,MF,Newport County,23,2001,6,1,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
543,Phoenix Patterson,sct SCO,MF,Fleetwood Town,23,2000,39,22,"2,202",24.5,3,8,11,3,0,1,1,0,0.12,0.33,0.45,0.12,0.45,Matches
544,Travis Patterson,eng ENG,"MF,DF",Milton Keynes Dons,18,2005,7,4,387,4.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
545,Alexander Pattison,eng ENG,MF,Bradford City,26,1997,30,24,"1,898",21.1,7,3,10,7,0,0,6,1,0.33,0.14,0.47,0.33,0.47,Matches
546,Nathan Paul-Laval,,MF,Bromley,,,3,0,75,0.8,0,1,1,0,0,0,0,0,0,1.2,1.2,0,1.2,Matches
547,Jack Payne,eng ENG,MF,Colchester United,29,1994,42,39,"3,393",37.7,8,10,18,5,3,3,3,0,0.21,0.27,0.48,0.13,0.4,Matches
548,Lewis Payne,eng ENG,"DF,MF",Cheltenham Town,20,2004,16,12,"1,007",11.2,0,2,2,0,0,0,6,0,0,0.18,0.18,0,0.18,Matches
549,Aribim Pepple,ca CAN,FW,Chesterfield,21,2002,20,14,"1,152",12.8,5,1,6,5,0,0,1,0,0.39,0.08,0.47,0.39,0.47,Matches
550,Tom Pett,eng ENG,MF,Cheltenham Town,32,1991,20,5,607,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
551,Aaron Pickles,eng ENG,DF,Accrington Stanley,19,2005,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
552,Joe Pigott,eng ENG,FW,AFC Wimbledon,30,1993,28,8,946,10.5,2,1,3,2,0,0,1,0,0.19,0.1,0.29,0.19,0.29,Matches
553,James Plant,eng ENG,MF,Port Vale,19,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
554,Matthew Platt,eng ENG,DF,Notts County,26,1997,45,45,"4,050",45,2,0,2,2,0,0,10,0,0.04,0,0.04,0.04,0.04,Matches
555,Bobby Pointon,eng ENG,MF,Bradford City,20,2004,40,27,"2,447",27.2,6,5,11,6,0,0,5,0,0.22,0.18,0.4,0.22,0.4,Matches
556,Anjola Popoola,eng ENG,FW,Accrington Stanley,17,2007,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
557,Christopher Popov,wls WAL,MF,Barrow,19,2004,11,3,323,3.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
558,Finley Potter,eng ENG,DF,Fleetwood Town,20,2004,28,19,"1,825",20.3,0,1,1,0,0,0,7,0,0,0.05,0.05,0,0.05,Matches
559,Jack Powell,eng ENG,MF,Crewe Alexandra,30,1994,22,11,"1,020",11.3,0,1,1,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
560,Darragh Power,ie IRL,"DF,MF",Cheltenham Town,23,2000,12,5,514,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
561,Aaron Pressley,sct SCO,FW,Barrow,23,2001,21,15,"1,255",13.9,4,1,5,4,0,1,1,0,0.29,0.07,0.36,0.29,0.36,Matches
562,Joe Pritchard,eng ENG,MF,Milton Keynes Dons,27,1996,4,3,182,2,0,1,1,0,0,0,0,0,0,0.49,0.49,0,0.49,Matches
563,Rekeil Pyke,eng ENG,FW,Grimsby Town,26,1997,7,1,177,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
564,Joe Quigley,ie IRL,"FW,MF",Chesterfield,27,1996,3,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
565,Sebastian Quirk,eng ENG,"DF,MF",Accrington Stanley,22,2001,16,10,977,10.9,0,1,1,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
566,Kiban Rai,wls WAL,MF,Newport County,19,2005,4,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
567,Farrend Rawson,eng ENG,DF,Accrington Stanley,28,1996,38,38,"3,168",35.2,1,0,1,1,0,0,6,1,0.03,0,0.03,0.03,0.03,Matches
568,George Ray,wls WAL,DF,Morecambe,30,1993,2,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
569,Arthur Read,eng ENG,MF,Colchester United,24,1999,39,23,"2,194",24.4,1,2,3,1,0,1,3,0,0.04,0.08,0.12,0.04,0.12,Matches
570,Jake Reeves,eng ENG,MF,AFC Wimbledon,31,1993,28,28,"2,417",26.9,2,4,6,2,0,0,4,1,0.07,0.15,0.22,0.07,0.22,Matches
571,Callum Reynolds,eng ENG,DF,Bromley,34,1989,20,17,"1,520",16.9,1,1,2,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,Matches
572,Lewis Richards,ie IRL,"MF,DF",Bradford City,22,2001,22,17,"1,503",16.7,2,1,3,2,0,0,6,0,0.12,0.06,0.18,0.12,0.18,Matches
573,Rico Richards,eng ENG,"MF,FW",Port Vale,20,2003,27,8,923,10.3,3,3,6,3,0,0,1,0,0.29,0.29,0.59,0.29,0.59,Matches
574,Connor Ripley,eng ENG,GK,Swindon Town,31,1993,14,14,"1,260",14,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
575,Connor Ripley,eng ENG,GK,Port Vale,31,1993,23,23,"2,070",23,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
576,Fin Roberts,,FW,Crewe Alexandra,,,4,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
577,Scott Robertson,sct SCO,MF,Notts County,23,2001,7,5,317,3.5,1,0,1,1,0,0,1,0,0.28,0,0.28,0.28,0.28,Matches
578,Jack Robinson,eng ENG,DF,Carlisle United,23,2001,3,0,85,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
579,Ethan Robson,eng ENG,MF,Carlisle United,27,1996,7,1,193,2.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
580,Harvey Rodgers,eng ENG,DF,Grimsby Town,27,1996,44,44,"3,817",42.4,4,0,4,4,0,0,8,1,0.09,0,0.09,0.09,0.09,Matches
581,Shaun Rooney,sct SCO,"MF,DF",Fleetwood Town,28,1996,19,18,"1,608",17.9,2,2,4,2,0,0,8,0,0.11,0.11,0.22,0.11,0.22,Matches
582,Danny Rose,eng ENG,FW,Grimsby Town,30,1993,45,35,"3,295",36.6,14,2,16,8,6,7,5,0,0.38,0.05,0.44,0.22,0.27,Matches
583,Aaron Rowe,eng ENG,"MF,FW",Gillingham,23,2000,16,10,757,8.4,1,3,4,1,0,0,5,0,0.12,0.36,0.48,0.12,0.48,Matches
584,Dominic Sadi,eng ENG,"MF,FW",Carlisle United,20,2003,22,17,"1,552",17.2,2,1,3,2,0,0,4,0,0.12,0.06,0.17,0.12,0.17,Matches
585,Nelson Sanca,pt POR,DF,Newport County,17,2006,1,0,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
586,Jack Sanders,eng ENG,DF,Milton Keynes Dons,25,1999,13,13,"1,170",13,1,0,1,1,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
587,Max Sanders,eng ENG,MF,Crewe Alexandra,25,1999,41,31,"2,674",29.7,0,1,1,0,0,0,7,0,0,0.03,0.03,0,0.03,Matches
588,Oliver Sanderson,eng ENG,FW,Bradford City,20,2003,13,6,648,7.2,2,0,2,2,0,0,1,0,0.28,0,0.28,0.28,0.28,Matches
589,Oliver Sanderson,eng ENG,"FW,MF",Harrogate Town FC,20,2003,8,4,333,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
590,Thomas Sang,eng ENG,"DF,MF",Port Vale,25,1999,28,19,"1,773",19.7,0,2,2,0,0,0,2,2,0,0.1,0.1,0,0.1,Matches
591,Antoni Sarcevic,eng ENG,MF,Bradford City,32,1992,24,20,"1,684",18.7,7,4,11,6,1,1,7,0,0.37,0.21,0.59,0.32,0.53,Matches
592,Brendan Sarpong-Wiredu,eng ENG,"DF,MF",Fleetwood Town,24,1999,34,34,"2,812",31.2,2,0,2,2,0,0,9,0,0.06,0,0.06,0.06,0.06,Matches
593,Aron Sasu,no NOR,"MF,FW",AFC Wimbledon,19,2005,22,4,575,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
594,Harvey Saunders,eng ENG,"FW,MF",Tranmere Rovers,27,1997,37,16,"1,731",19.2,1,2,3,1,0,0,4,0,0.05,0.1,0.16,0.05,0.16,Matches
595,Romaine Sawyers,kn SKN,MF,AFC Wimbledon,32,1991,4,1,155,1.7,1,0,1,1,0,0,0,0,0.58,0,0.58,0.58,0.58,Matches
596,Joe Sbarra,eng ENG,MF,Doncaster Rovers,25,1998,27,7,925,10.3,1,2,3,1,0,0,1,0,0.1,0.19,0.29,0.1,0.29,Matches
597,Ryan Schofield,eng ENG,GK,Morecambe,24,1999,5,5,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
598,Cedwyn Scott,eng ENG,"MF,FW",Carlisle United,25,1998,11,5,540,6,1,1,2,1,0,0,0,0,0.17,0.17,0.33,0.17,0.33,Matches
599,Cedwyn Scott,eng ENG,"MF,FW",Notts County,25,1998,10,3,336,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
600,Anthony Scully,ie IRL,MF,Colchester United,25,1999,15,2,451,5,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
601,Jack Senior,eng ENG,DF,Doncaster Rovers,27,1997,21,15,"1,415",15.7,0,1,1,0,0,0,3,1,0,0.06,0.06,0,0.06,Matches
602,Teddy Sharman,eng ENG,GK,Doncaster Rovers,21,2003,46,46,"4,140",46,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
603,Billy Sharp,eng ENG,FW,Doncaster Rovers,38,1986,43,19,"1,828",20.3,9,1,10,9,0,0,4,1,0.44,0.05,0.49,0.44,0.49,Matches
604,Liam Shaw,eng ENG,"DF,MF",Fleetwood Town,23,2001,11,6,482,5.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
605,Ryheem Sheckleford,eng ENG,DF,Chesterfield,27,1997,17,15,"1,273",14.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
606,Liam Shephard,wls WAL,DF,Salford City FC,29,1994,22,20,"1,601",17.8,1,1,2,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11,Matches
607,Jack Shepherd,eng ENG,DF,Bradford City,23,2001,39,31,"2,939",32.7,2,0,2,2,0,0,11,1,0.06,0,0.06,0.06,0.06,Matches
608,Sam Sherring,eng ENG,DF,Milton Keynes Dons,24,2000,10,9,839,9.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
609,Lewis Shipley,eng ENG,"DF,MF",Cheltenham Town,20,2003,8,5,508,5.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
610,Jack Shorrock,eng ENG,"MF,DF",Port Vale,17,2007,17,12,867,9.6,2,2,4,2,0,0,2,0,0.21,0.21,0.42,0.21,0.42,Matches
611,Harry Sidwell,eng ENG,MF,AFC Wimbledon,17,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
612,Tommy Simkin,eng ENG,GK,Walsall,19,2004,40,40,"3,600",40,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
613,Tyreece Simpson,kn SKN,FW,Colchester United,22,2002,20,6,704,7.8,1,0,1,1,0,0,5,0,0.13,0,0.13,0.13,0.13,Matches
614,Toby Sims,us USA,DF,Harrogate Town FC,26,1997,40,38,"3,218",35.8,2,3,5,2,0,0,6,0,0.06,0.08,0.14,0.06,0.14,Matches
615,Jordan Slew,eng ENG,"MF,FW",Morecambe,31,1992,31,8,"1,042",11.6,1,1,2,1,0,0,2,0,0.09,0.09,0.17,0.09,0.17,Matches
616,Sam Slocombe,eng ENG,GK,Notts County,36,1988,8,7,711,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
617,Richard Smallwood,eng ENG,MF,Bradford City,33,1990,43,43,"3,789",42.1,2,3,5,0,2,3,9,1,0.05,0.07,0.12,0,0.07,Matches
618,Alistair Smith,sct SCO,MF,AFC Wimbledon,30,1994,45,45,"4,006",44.5,6,3,9,6,0,0,8,0,0.13,0.07,0.2,0.13,0.2,Matches
619,Andy Smith,sct SCO,DF,Gillingham,22,2001,12,12,"1,080",12,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
620,Grant Smith,eng ENG,GK,Bromley,30,1993,45,45,"4,050",45,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
621,Harry Smith,eng ENG,FW,Swindon Town,29,1995,39,37,"3,206",35.6,15,3,18,15,0,0,11,1,0.42,0.08,0.51,0.42,0.51,Matches
622,Jackson Smith,eng ENG,GK,Grimsby Town,22,2001,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
623,Nathan Smith,eng ENG,DF,Port Vale,28,1996,24,22,"1,878",20.9,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
624,Pele Smith,,MF,Fleetwood Town,,,1,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
625,Tyler Smith,eng ENG,FW,Bradford City,25,1998,5,1,133,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
626,Tyler Smith,eng ENG,"FW,MF",Barrow,25,1998,21,11,"1,039",11.5,5,0,5,5,0,0,1,0,0.43,0,0.43,0.43,0.43,Matches
627,Tunmise Sobowale,ie IRL,"DF,MF",Swindon Town,25,1999,37,27,"2,549",28.3,0,2,2,0,0,0,3,0,0,0.07,0.07,0,0.07,Matches
628,Harrison Sohna,eng ENG,"MF,FW",Cheltenham Town,22,2002,8,6,493,5.5,0,2,2,0,0,0,1,0,0,0.37,0.37,0,0.37,Matches
629,Eko Solomon,eng ENG,DF,Harrogate Town FC,18,2006,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
630,Sol Solomon,eng ENG,"MF,FW",Tranmere Rovers,23,2001,14,7,644,7.2,2,0,2,2,0,0,1,0,0.28,0,0.28,0.28,0.28,Matches
631,Yann Songo'o,cm CMR,"MF,DF",Morecambe,32,1991,36,26,"2,468",27.4,3,4,7,3,0,0,6,0,0.11,0.15,0.26,0.11,0.26,Matches
632,Omar Sowunmi,eng ENG,DF,Bromley,28,1995,34,29,"2,633",29.3,5,0,5,5,0,0,6,1,0.17,0,0.17,0.17,0.17,Matches
633,Jack Sparkes,eng ENG,DF,Chesterfield,23,2000,10,10,842,9.4,0,3,3,0,0,0,3,0,0,0.32,0.32,0,0.32,Matches
634,Michael Spellman,eng ENG,"FW,MF",Newport County,21,2002,31,12,"1,108",12.3,2,0,2,2,0,0,2,0,0.16,0,0.16,0.16,0.16,Matches
635,Kian Spence,eng ENG,MF,Barrow,23,2001,32,30,"2,604",28.9,5,1,6,5,0,0,4,0,0.17,0.03,0.21,0.17,0.21,Matches
636,Wyll Stanway,eng ENG,GK,Barrow,23,2001,17,17,"1,530",17,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
637,Jamie Sterry,eng ENG,"DF,MF",Doncaster Rovers,28,1995,41,40,"3,370",37.4,3,5,8,3,0,0,6,0,0.08,0.13,0.21,0.08,0.21,Matches
638,Mathew Stevens,eng ENG,"FW,MF",AFC Wimbledon,26,1998,46,41,"3,340",37.1,17,4,21,14,3,3,2,0,0.46,0.11,0.57,0.38,0.49,Matches
639,Ryan Stirk,wls WAL,MF,Walsall,23,2000,44,43,"3,721",41.3,1,4,5,1,0,0,3,0,0.02,0.1,0.12,0.02,0.12,Matches
640,Jayden Stockley,eng ENG,FW,Port Vale,30,1993,38,29,"2,595",28.8,11,6,17,11,0,0,5,0,0.38,0.21,0.59,0.38,0.59,Matches
641,Cole Stockton,eng ENG,FW,Salford City FC,30,1994,38,32,"2,614",29,15,2,17,15,0,0,3,0,0.52,0.07,0.59,0.52,0.59,Matches
642,Chris Stokes,eng ENG,DF,Barrow,33,1991,13,12,"1,061",11.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
643,Jamie Stott,eng ENG,DF,Morecambe,26,1997,45,43,"3,868",43,3,0,3,3,0,0,2,0,0.07,0,0.07,0.07,0.07,Matches
644,Robert Street,eng ENG,"FW,MF",Doncaster Rovers,22,2001,22,16,"1,393",15.5,11,0,11,11,0,0,4,0,0.71,0,0.71,0.71,0.71,Matches
645,Sam Stubbs,eng ENG,DF,Cheltenham Town,25,1998,41,41,"3,690",41,2,2,4,2,0,0,5,0,0.05,0.05,0.1,0.05,0.1,Matches
646,Levi Sutton,eng ENG,MF,Harrogate Town FC,28,1996,27,19,"1,730",19.2,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
647,Joel Tabiner,eng ENG,MF,Crewe Alexandra,20,2003,41,36,"2,977",33.1,2,3,5,2,0,0,4,0,0.06,0.09,0.15,0.06,0.15,Matches
648,Devan Tanton,co COL,DF,Chesterfield,20,2004,8,8,641,7.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
649,Ellis Taylor,eng ENG,MF,Harrogate Town FC,21,2003,36,33,"2,977",33.1,7,3,10,7,0,0,5,0,0.21,0.09,0.3,0.21,0.3,Matches
650,Jon Taylor,eng ENG,MF,Salford City FC,32,1992,28,13,"1,200",13.3,1,1,2,1,0,0,4,0,0.07,0.07,0.15,0.07,0.15,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
