,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
482,JJ McKiernan,nir NIR,MF,Burton Albion,22,2002,19,19,"1,477",16.4,1,1,2,1,0,0,7,1,0.06,0.06,0.12,0.06,0.12,Matches
483,JJ McKiernan,nir NIR,MF,Lincoln City,22,2002,12,2,245,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Stephen McLaughlin,ie IRL,"MF,DF",Mansfield Town,34,1990,41,27,"2,548",28.3,2,4,6,2,0,0,7,0,0.07,0.14,0.21,0.07,0.21,Matches
485,Callum McManaman,eng ENG,MF,Wigan Athletic,33,1991,26,2,528,5.9,1,0,1,1,0,0,6,0,0.17,0,0.17,0.17,0.17,Matches
486,Jack McMillan,sct SCO,"MF,DF",Exeter City,26,1997,43,43,"3,746",41.6,2,3,5,2,0,0,7,1,0.05,0.07,0.12,0.05,0.12,Matches
487,Shaun McWilliams,eng ENG,"MF,DF",Rotherham United,25,1998,24,12,"1,105",12.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
488,Jon Mellish,eng ENG,"DF,MF",Wigan Athletic,26,1997,21,15,"1,407",15.6,1,0,1,1,0,0,1,0,0.06,0,0.06,0.06,0.06,Matches
489,Michael Mellon,sct SCO,FW,Stockport,20,2003,2,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
490,Carlos Mendes Gomes,gw GNB,MF,Bolton Wanderers,25,1998,11,2,313,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
491,Jacob Mendy,gm GAM,MF,Wrexham,27,1996,4,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
492,K'Marni Miller,eng ENG,DF,Wigan Athletic,19,2005,2,0,61,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
493,Mickel Miller,eng ENG,"MF,DF",Huddersfield Town,28,1995,18,15,"1,288",14.3,0,3,3,0,0,0,2,0,0,0.21,0.21,0,0.21,Matches
494,Harley Mills,,DF,Peterborough United,,,11,8,742,8.2,0,1,1,0,0,0,1,1,0,0.12,0.12,0,0.12,Matches
495,Jade Mingi,eng ENG,"DF,MF",Stockport,23,2000,11,8,553,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
496,Alex Mitchell,eng ENG,DF,Charlton Athletic,22,2001,31,26,"2,339",26,2,1,3,2,0,0,6,0,0.08,0.04,0.12,0.08,0.12,Matches
497,Demetri Mitchell,eng ENG,"MF,FW",Exeter City,27,1997,23,12,"1,123",12.5,4,1,5,4,0,0,1,0,0.32,0.08,0.4,0.32,0.4,Matches
498,Zach Mitchell,eng ENG,DF,Charlton Athletic,19,2005,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
499,Koji Miyoshi,jp JPN,MF,Birmingham City,27,1997,3,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
500,Clinton Mola,eng ENG,"DF,MF",Bristol Rovers,23,2001,34,29,"2,488",27.6,0,1,1,0,0,0,5,0,0,0.04,0.04,0,0.04,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Lewis Montsma,nl NED,DF,Lincoln City,26,1998,16,12,"1,140",12.7,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,Matches
502,Taylor Moore,eng ENG,"DF,MF",Bristol Rovers,27,1997,33,25,"2,287",25.4,1,0,1,1,0,0,7,1,0.04,0,0.04,0.04,0.04,Matches
503,Albie Morgan,eng ENG,MF,Blackpool,24,2000,36,36,"3,156",35.1,5,8,13,5,0,0,3,0,0.14,0.23,0.37,0.14,0.37,Matches
504,Aaron Morley,eng ENG,MF,Wycombe Wanderers,24,2000,19,18,"1,648",18.3,2,4,6,1,1,1,1,0,0.11,0.22,0.33,0.05,0.27,Matches
505,Aaron Morley,eng ENG,MF,Bolton Wanderers,24,2000,19,18,"1,539",17.1,4,3,7,3,1,1,4,1,0.23,0.18,0.41,0.18,0.35,Matches
506,Michael Morrison,eng ENG,DF,Cambridge United,36,1988,41,40,"3,583",39.8,1,0,1,1,0,0,7,1,0.03,0,0.03,0.03,0.03,Matches
507,Callum Morton,eng ENG,FW,Northampton Town,24,2000,7,5,481,5.3,1,1,2,1,0,0,0,0,0.19,0.19,0.37,0.19,0.37,Matches
508,Malik Mothersille,jm JAM,"MF,FW",Peterborough United,20,2003,45,37,"3,269",36.3,12,9,21,6,6,7,4,0,0.33,0.25,0.58,0.17,0.41,Matches
509,Owen Moxon,eng ENG,MF,Stockport,26,1998,17,7,688,7.6,0,1,1,0,0,0,2,0,0,0.13,0.13,0,0.13,Matches
510,Jack Moylan,ie IRL,MF,Lincoln City,22,2001,28,11,"1,228",13.6,2,0,2,1,1,1,1,0,0.15,0,0.15,0.07,0.07,Matches
511,Joy Mukena,be BEL,DF,Crawley Town,25,1999,19,16,"1,465",16.3,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
512,Tobias Mullarkey,eng ENG,DF,Crawley Town,27,1996,31,31,"2,737",30.4,0,1,1,0,0,0,8,0,0,0.03,0.03,0,0.03,Matches
513,Paul Mullin,eng ENG,FW,Wrexham,29,1994,26,9,"1,161",12.9,2,0,2,2,0,0,3,0,0.16,0,0.16,0.16,0.16,Matches
514,Alex Murphy,ie IRL,"DF,MF",Bolton Wanderers,20,2004,13,11,967,10.7,2,0,2,2,0,0,1,0,0.19,0,0.19,0.19,0.19,Matches
515,Lee Myung-jae,kr KOR,DF,Birmingham City,30,1993,3,2,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
516,George Nevett,wls WAL,DF,Peterborough United,18,2006,16,10,969,10.8,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
517,Jack Newhall,,FW,Burton Albion,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
518,Lee Nicholls,eng ENG,GK,Huddersfield Town,31,1992,23,23,"2,070",23,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
519,Tom Nichols,eng ENG,MF,Mansfield Town,30,1993,5,1,83,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
520,Ilmari Niskanen,fi FIN,"MF,DF",Exeter City,26,1997,40,35,"3,093",34.4,2,1,3,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,Matches
521,Brandon Njoku,eng ENG,FW,Cambridge United,19,2005,25,8,782,8.7,1,0,1,1,0,0,3,0,0.12,0,0.12,0.12,0.12,Matches
522,Dan Nlundulu,eng ENG,FW,Cambridge United,25,1999,25,17,"1,537",17.1,4,2,6,3,1,1,2,0,0.23,0.12,0.35,0.18,0.29,Matches
523,Sam Nombe,eng ENG,"FW,MF",Rotherham United,25,1998,43,40,"3,442",38.2,14,5,19,13,1,1,4,0,0.37,0.13,0.5,0.34,0.47,Matches
524,Oliver Norburn,gd GRN,MF,Blackpool,31,1992,8,6,509,5.7,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
525,Oliver Norburn,gd GRN,MF,Wigan Athletic,31,1992,14,12,964,10.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
526,Will Norris,eng ENG,GK,Wycombe Wanderers,30,1993,17,17,"1,530",17,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
527,Oliver Norwood,nir NIR,MF,Stockport,33,1991,42,32,"2,835",31.5,3,4,7,1,2,2,5,0,0.1,0.13,0.22,0.03,0.16,Matches
528,Aristote Nsiala,cd COD,DF,Shrewsbury Town,32,1992,20,16,"1,415",15.7,1,0,1,1,0,0,4,1,0.06,0,0.06,0.06,0.06,Matches
529,George Nurse,eng ENG,"DF,MF",Shrewsbury Town,25,1999,22,14,"1,077",12,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
530,Kelechi Nwakali,ng NGA,MF,Barnsley,26,1998,23,12,"1,311",14.6,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
531,Donay O'Brien-Brady,eng ENG,MF,Peterborough United,20,2004,20,9,913,10.1,1,1,2,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,Matches
532,Eoghan O'Connell,ie IRL,DF,Wrexham,28,1995,39,38,"3,347",37.2,0,2,2,0,0,0,6,0,0,0.05,0.05,0,0.05,Matches
533,Paudie O'Connor,ie IRL,DF,Lincoln City,27,1997,39,38,"3,376",37.5,3,5,8,3,0,0,11,2,0.08,0.13,0.21,0.08,0.21,Matches
534,Thomas O'Connor,ie IRL,DF,Wrexham,25,1999,31,25,"2,268",25.2,0,1,1,0,0,0,3,0,0,0.04,0.04,0,0.04,Matches
535,Gatlin O'Donkor,eng ENG,"FW,MF",Bristol Rovers,19,2004,28,14,"1,337",14.9,4,1,5,4,0,0,2,0,0.27,0.07,0.34,0.27,0.34,Matches
536,Richard O'Donnell,eng ENG,GK,Blackpool,35,1988,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
537,Corey O'Keeffe,ie IRL,MF,Barnsley,26,1998,41,35,"3,114",34.6,0,7,7,0,0,0,8,0,0,0.2,0.2,0,0.2,Matches
538,Oliver O'Neill,ie IRL,MF,Leyton Orient,21,2003,26,21,"1,700",18.9,2,2,4,2,0,0,7,0,0.11,0.11,0.21,0.11,0.21,Matches
539,Tommi O'Reilly,eng ENG,MF,Shrewsbury Town,20,2003,12,6,572,6.4,0,1,1,0,0,0,3,0,0,0.16,0.16,0,0.16,Matches
540,Connor O'Riordan,ie IRL,DF,Cambridge United,20,2003,4,3,339,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
541,Liam Oakes,,DF,Exeter City,,,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
542,Rhys Oates,eng ENG,FW,Mansfield Town,29,1994,4,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
543,Fran Obiagwu,,FW,Northampton Town,,,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
544,Zech Obiero,ke KEN,MF,Leyton Orient,19,2005,10,4,354,3.9,0,1,1,0,0,0,2,0,0,0.25,0.25,0,0.25,Matches
545,Akin Odimayo,eng ENG,"DF,MF",Northampton Town,24,1999,41,32,"2,743",30.5,0,1,1,0,0,0,4,1,0,0.03,0.03,0,0.03,Matches
546,Hakeem Odoffin,eng ENG,"DF,MF",Rotherham United,26,1998,44,44,"3,936",43.7,5,1,6,5,0,0,6,0,0.11,0.02,0.14,0.11,0.14,Matches
547,Abraham Odoh,eng ENG,MF,Peterborough United,24,2000,38,23,"2,180",24.2,5,7,12,5,0,0,6,0,0.21,0.29,0.5,0.21,0.5,Matches
548,Odeluga Offiah,eng ENG,DF,Blackpool,21,2002,40,40,"3,486",38.7,1,1,2,1,0,0,3,0,0.03,0.03,0.05,0.03,0.05,Matches
549,Funso Ojo,be BEL,MF,Shrewsbury Town,32,1991,31,22,"2,021",22.5,0,2,2,0,0,0,7,0,0,0.09,0.09,0,0.09,Matches
550,Jubril Okedina,mw MWI,DF,Cambridge United,23,2000,27,23,"1,970",21.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
551,Arthur Okonkwo,eng ENG,GK,Wrexham,22,2001,33,33,"2,970",33,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
552,Zane Okoro,eng ENG,FW,Lincoln City,17,2007,2,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
553,Michael Olakigbe,eng ENG,MF,Wigan Athletic,20,2004,13,7,655,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
554,Isaac Olaofe,eng ENG,"FW,MF",Stockport,24,1999,42,26,"2,301",25.6,8,3,11,8,0,0,3,0,0.31,0.12,0.43,0.31,0.43,Matches
555,Vadaine Oliver,eng ENG,"FW,MF",Shrewsbury Town,32,1991,13,4,400,4.4,2,1,3,2,0,0,1,0,0.45,0.23,0.68,0.45,0.68,Matches
556,Andrew Oluwabori,ng NGA,MF,Exeter City,22,2001,6,1,122,1.4,1,0,1,1,0,0,0,0,0.74,0,0.74,0.74,0.74,Matches
557,Promise Omochere,ie IRL,FW,Bristol Rovers,23,2000,22,16,"1,282",14.2,4,3,7,4,0,0,2,0,0.28,0.21,0.49,0.28,0.49,Matches
558,Josh Onomah,eng ENG,MF,Blackpool,27,1997,15,3,357,4,1,0,1,1,0,0,0,0,0.25,0,0.25,0.25,0.25,Matches
559,Tyler Onyango,eng ENG,DF,Stockport,21,2003,7,4,343,3.8,0,1,1,0,0,0,2,0,0,0.26,0.26,0,0.26,Matches
560,Fred Onyedinma,eng ENG,MF,Wycombe Wanderers,27,1996,39,28,"2,297",25.5,6,2,8,6,0,0,3,0,0.24,0.08,0.31,0.24,0.31,Matches
561,Danilo Orsi-Dadamo,eng ENG,FW,Burton Albion,28,1996,27,18,"1,563",17.4,6,3,9,6,0,0,2,0,0.35,0.17,0.52,0.35,0.52,Matches
562,Jordi Osei-Tutu,eng ENG,"MF,DF",Bolton Wanderers,25,1998,32,15,"1,615",17.9,1,2,3,1,0,0,7,0,0.06,0.11,0.17,0.06,0.17,Matches
563,Deji Oshilaja,eng ENG,DF,Mansfield Town,31,1993,39,38,"3,286",36.5,4,0,4,4,0,0,8,0,0.11,0,0.11,0.11,0.11,Matches
564,Emmanuel Osho,,MF,Reading,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
565,Detlef Osong,eng ENG,FW,Rotherham United,19,2004,6,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
566,Detlef Osong,eng ENG,FW,Cambridge United,19,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
567,Ollie Palmer,eng ENG,FW,Wrexham,32,1992,27,26,"1,803",20,3,2,5,3,0,0,4,0,0.15,0.1,0.25,0.15,0.25,Matches
568,Antony Papadopoulos,eng ENG,MF,Crawley Town,21,2002,5,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
569,Jasper Pattenden,eng ENG,"DF,MF",Wycombe Wanderers,22,2002,13,10,933,10.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
570,Kai Payne,eng ENG,MF,Wigan Athletic,19,2004,2,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
571,Bailey Peacock-Farrell,nir NIR,GK,Birmingham City,27,1996,9,8,721,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
572,Matty Pearson,eng ENG,DF,Huddersfield Town,30,1993,29,25,"2,206",24.5,5,0,5,5,0,0,3,0,0.2,0,0.2,0.2,0.2,Matches
573,Matthew Pennington,eng ENG,DF,Blackpool,29,1994,21,18,"1,609",17.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
574,Sonny Perkins,eng ENG,MF,Leyton Orient,20,2004,30,11,"1,039",11.5,4,2,6,4,0,0,1,0,0.35,0.17,0.52,0.35,0.52,Matches
575,Ben Perry,eng ENG,MF,Northampton Town,19,2004,17,14,"1,226",13.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
576,Taylor Perry,eng ENG,MF,Shrewsbury Town,23,2001,34,20,"1,723",19.1,3,1,4,3,0,0,4,0,0.16,0.05,0.21,0.16,0.21,Matches
577,Adam Phillips,eng ENG,MF,Barnsley,26,1998,36,34,"2,833",31.5,9,6,15,6,3,3,4,1,0.29,0.19,0.48,0.19,0.38,Matches
578,Daniel Phillips,tt TRI,MF,Stevenage,23,2001,42,31,"2,739",30.4,0,0,0,0,0,0,12,0,0,0,0,0,0,Matches
579,Dillon Phillips,eng ENG,GK,Rotherham United,29,1995,33,32,"2,889",32.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
580,Carl Piergianni,eng ENG,DF,Stevenage,32,1992,44,44,"3,949",43.9,3,1,4,3,0,0,9,0,0.07,0.02,0.09,0.07,0.09,Matches
581,Aaron Pierre,gd GRN,DF,Shrewsbury Town,31,1993,33,27,"2,396",26.6,3,1,4,3,0,0,9,0,0.11,0.04,0.15,0.11,0.15,Matches
582,Donovan Pines,us USA,DF,Barnsley,26,1998,24,17,"1,494",16.6,2,0,2,2,0,0,5,0,0.12,0,0.12,0.12,0.12,Matches
583,Mitchell Pinnock,eng ENG,MF,Northampton Town,29,1994,46,45,"3,924",43.6,2,7,9,2,0,0,5,0,0.05,0.16,0.21,0.05,0.21,Matches
584,Kwame Poku,gh GHA,MF,Peterborough United,22,2001,27,25,"2,058",22.9,12,8,20,12,0,0,0,0,0.52,0.35,0.87,0.52,0.87,Matches
585,Dan Potts,eng ENG,DF,Charlton Athletic,30,1994,1,1,74,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
586,Joe Powell,eng ENG,MF,Rotherham United,25,1998,46,44,"3,964",44,1,8,9,1,0,0,4,0,0.02,0.18,0.2,0.02,0.2,Matches
587,Nick Powell,eng ENG,MF,Stockport,30,1994,7,3,240,2.7,0,1,1,0,0,0,0,0,0,0.37,0.37,0,0.37,Matches
588,Darren Pratley,jm JAM,MF,Leyton Orient,39,1985,31,21,"1,715",19.1,0,1,1,0,0,0,9,1,0,0.05,0.05,0,0.05,Matches
589,Aaron Pressley,sct SCO,FW,Stevenage,23,2001,4,0,84,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
590,Ben Purrington,eng ENG,"DF,MF",Exeter City,28,1996,21,12,"1,017",11.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
591,Ethan Pye,eng ENG,DF,Stockport,21,2002,42,42,"3,779",42,1,3,4,1,0,0,10,1,0.02,0.07,0.1,0.02,0.1,Matches
592,Christy Pym,eng ENG,GK,Mansfield Town,29,1995,38,38,"3,360",37.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
593,Ben Quinn,ie IRL,FW,Mansfield Town,19,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
594,Stephen Quinn,ie IRL,MF,Mansfield Town,38,1986,30,13,"1,177",13.1,1,2,3,1,0,0,2,0,0.08,0.15,0.23,0.08,0.23,Matches
595,Junior Quitirna,eng ENG,MF,Crawley Town,24,2000,34,21,"1,876",20.8,8,1,9,6,2,2,4,0,0.38,0.05,0.43,0.29,0.34,Matches
596,Ben Radcliffe,eng ENG,DF,Crawley Town,20,2004,19,16,"1,480",16.4,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
597,Bojan Radulovic,rs SRB,FW,Huddersfield Town,24,1999,17,9,855,9.5,1,0,1,1,0,0,1,0,0.11,0,0.11,0.11,0.11,Matches
598,Joe Rafferty,ie IRL,DF,Rotherham United,30,1993,39,38,"3,383",37.6,1,1,2,1,0,0,5,0,0.03,0.03,0.05,0.03,0.05,Matches
599,Sean Raggett,eng ENG,DF,Rotherham United,31,1993,9,6,650,7.2,1,1,2,1,0,0,3,0,0.14,0.14,0.28,0.14,0.28,Matches
600,Calvin Ramsay,sct SCO,DF,Wigan Athletic,21,2003,8,3,304,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
601,Kayne Ramsey,eng ENG,"DF,MF",Charlton Athletic,23,2000,32,30,"2,656",29.5,1,1,2,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,Matches
602,Joel Randall,eng ENG,"MF,FW",Bolton Wanderers,24,1999,19,10,949,10.5,1,3,4,1,0,0,1,0,0.09,0.28,0.38,0.09,0.38,Matches
603,Joel Randall,eng ENG,MF,Peterborough United,24,1999,18,16,"1,356",15.1,5,2,7,5,0,0,2,0,0.33,0.13,0.46,0.33,0.46,Matches
604,Dion Rankine,eng ENG,MF,Wigan Athletic,21,2002,20,13,"1,078",12,1,0,1,1,0,0,1,0,0.08,0,0.08,0.08,0.08,Matches
605,Oliver Rathbone,eng ENG,MF,Wrexham,27,1996,41,34,"3,057",34,9,3,12,9,0,0,9,0,0.26,0.09,0.35,0.26,0.35,Matches
606,Franco Ravizzoli,ar ARG,GK,Wycombe Wanderers,27,1997,27,27,"2,430",27,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
607,Adam Reach,eng ENG,"DF,MF",Wycombe Wanderers,31,1993,12,7,705,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
608,Louis Reed,eng ENG,MF,Mansfield Town,27,1997,41,39,"3,345",37.2,0,3,3,0,0,0,8,0,0,0.08,0.08,0,0.08,Matches
609,Jamie Reid,nir NIR,"FW,MF",Stevenage,30,1994,42,35,"3,056",34,8,4,12,7,1,2,2,0,0.24,0.12,0.35,0.21,0.32,Matches
610,Michael Reindorf,eng ENG,MF,Bristol Rovers,19,2005,4,0,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
611,Seb Revan,eng ENG,"MF,DF",Wrexham,21,2003,19,9,842,9.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
612,Vicente Reyes,cl CHI,GK,Cambridge United,20,2003,20,20,"1,800",20,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
613,Jordan Rhodes,sct SCO,FW,Mansfield Town,34,1990,14,3,492,5.5,1,0,1,1,0,0,1,0,0.18,0,0.18,0.18,0.18,Matches
614,Jordan Rhodes,sct SCO,FW,Blackpool,34,1990,21,3,548,6.1,0,1,1,0,0,0,2,0,0,0.16,0.16,0,0.16,Matches
615,Harrison Rice,,MF,Bolton Wanderers,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
616,Amani Richards,eng ENG,FW,Exeter City,19,2004,6,2,203,2.3,1,0,1,1,0,0,1,0,0.44,0,0.44,0.44,0.44,Matches
617,Jake Richards,eng ENG,"MF,DF",Exeter City,16,2007,13,9,686,7.6,1,1,2,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,Matches
618,Taylor Richards,eng ENG,MF,Cambridge United,23,2000,5,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
619,Erik Ring,se SWE,MF,Lincoln City,22,2002,24,9,864,9.6,3,2,5,3,0,0,0,0,0.31,0.21,0.52,0.31,0.52,Matches
620,Jordan Roberts,eng ENG,MF,Stevenage,30,1994,42,38,"3,210",35.7,4,1,5,4,0,0,8,0,0.11,0.03,0.14,0.11,0.14,Matches
621,Marc Roberts,eng ENG,DF,Barnsley,34,1990,37,35,"3,074",34.2,3,1,4,3,0,0,3,1,0.09,0.03,0.12,0.09,0.12,Matches
622,Tyler Roberts,wls WAL,"FW,MF",Northampton Town,25,1999,27,21,"1,724",19.2,1,2,3,1,0,0,5,1,0.05,0.1,0.16,0.05,0.16,Matches
623,Luke Robinson,sct SCO,DF,Wigan Athletic,22,2001,23,12,"1,122",12.5,1,0,1,1,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
624,Clément Rodrigues,fr FRA,"MF,FW",Barnsley,23,2000,6,2,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
625,Jay Rodriguez,eng ENG,FW,Wrexham,35,1989,17,17,"1,140",12.7,2,2,4,1,1,2,0,0,0.16,0.16,0.32,0.08,0.24,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
626,Jack Roles,cy CYP,MF,Crawley Town,25,1999,20,5,623,6.9,0,1,1,0,0,0,2,0,0,0.14,0.14,0,0.14,Matches
627,Ruben Roosken,nl NED,MF,Huddersfield Town,24,2000,14,11,893,9.9,2,3,5,2,0,0,1,1,0.2,0.3,0.5,0.2,0.5,Matches
628,Oliver Rose,eng ENG,FW,Peterborough United,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
629,Jordan Rossiter,eng ENG,MF,Shrewsbury Town,27,1997,15,10,889,9.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
630,Sean Roughan,ie IRL,DF,Lincoln City,20,2003,46,46,"4,140",46,1,3,4,1,0,0,3,0,0.02,0.07,0.09,0.02,0.09,Matches
631,Pelly Ruddock Mpanzu,cd COD,MF,Rotherham United,31,1993,18,18,"1,517",16.9,1,1,2,1,0,0,0,0,0.06,0.06,0.12,0.06,0.12,Matches
632,Josh Ruffels,eng ENG,DF,Huddersfield Town,30,1993,22,14,"1,427",15.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
633,Tivonge Rushesha,wls WAL,DF,Reading,22,2002,18,9,745,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
634,Jonathan Russell,jm JAM,MF,Barnsley,23,2000,40,34,"3,114",34.6,11,2,13,11,0,0,6,0,0.32,0.06,0.38,0.32,0.38,Matches
635,Ryan Rydel,eng ENG,"MF,DF",Stockport,23,2001,17,8,833,9.3,0,3,3,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches
636,Kieran Sadlier,ie IRL,"MF,FW",Wycombe Wanderers,29,1994,10,5,456,5.1,1,3,4,0,1,1,0,0,0.2,0.59,0.79,0,0.59,Matches
637,Charles Sagoe Jr,eng ENG,MF,Shrewsbury Town,20,2004,13,5,492,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
638,Alfons Sampsted,is ISL,DF,Birmingham City,26,1998,17,4,561,6.2,1,0,1,1,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
639,Dion Sanderson,eng ENG,DF,Birmingham City,24,1999,2,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
640,Ricardo Santos,,DF,Bolton Wanderers,29,1995,25,25,"2,181",24.2,1,0,1,1,0,0,7,0,0.04,0,0.04,0.04,0.04,Matches
641,Charlie Savage,wls WAL,MF,Reading,21,2003,45,40,"3,495",38.8,5,9,14,5,0,0,6,0,0.13,0.23,0.36,0.13,0.36,Matches
642,Toby Savin,ga GAB,GK,Shrewsbury Town,24,2000,19,19,"1,710",19,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
643,Romaine Sawyers,kn SKN,MF,Bristol Rovers,32,1991,13,9,813,9,1,0,1,1,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
644,Dan Scarr,eng ENG,DF,Wrexham,29,1994,14,12,"1,081",12,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
645,Szabolcs Schön,hu HUN,MF,Bolton Wanderers,23,2000,39,34,"2,713",30.1,1,4,5,1,0,0,8,0,0.03,0.13,0.17,0.03,0.17,Matches
646,Josh Scowen,eng ENG,MF,Wycombe Wanderers,31,1993,38,34,"2,945",32.7,0,5,5,0,0,0,6,0,0,0.15,0.15,0,0.15,Matches
647,Joel Senior,jm JAM,"DF,MF",Bristol Rovers,36,1987,19,7,742,8.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
