"number";"player";"team";"apps";"min";"goals";"NPG";"a";"xG";"NPxG";"xA";"xGChain";"xGBuildup";"xG90";"NPxG90";"xA90";"xG90xA90";"NPxG90xA90";"xGChain90";"xGBuildup90"
501;"Rares Burnete";"Lecce";4;17;0;0;0;0.06;0.06;0;0.06;0;0.3;0.3;0;0.3;0.3;0.3;0
502;"Alberto Dossena";"Como";23;1834;0;0;2;0.66;0.66;1.22;3.44;3.35;0.03;0.03;0.06;0.09;0.09;0.17;0.16
503;"Paulo Azzi";"Cagliari";6;437;0;0;0;0.66;0.66;0.8;2.4;1.77;0.14;0.14;0.16;0.3;0.3;0.5;0.37
504;"Antoine Makoumbou";"Cagliari";33;2189;0;0;3;0.2;0.2;0.9;8.03;7.41;0.01;0.01;0.04;0.05;0.05;0.33;0.3
505;"Matteo Prati";"Cagliari";12;579;0;0;0;0.07;0.07;0.5;1.22;0.98;0.01;0.01;0.08;0.09;0.09;0.19;0.15
506;"Sam Beukema";"Bologna";35;3010;0;0;1;1.66;1.66;1.19;9.02;8.62;0.05;0.05;0.04;0.09;0.09;0.27;0.26
507;"Oussama El Azzouzi";"Bologna";2;11;0;0;0;0;0;0;0.06;0.06;0;0;0;0;0;0.46;0.46
508;"Davide Bartesaghi";"AC Milan";4;115;0;0;0;0.03;0.03;0.14;0.91;0.84;0.02;0.02;0.11;0.14;0.14;0.71;0.66
509;"Kevin Zeroli";"AC Milan,Monza";9;404;0;0;1;0.5;0.5;0.62;1.33;0.27;0.11;0.11;0.14;0.25;0.25;0.3;0.06
510;"Walid Cheddira";"Napoli";1;5;0;0;0;0;0;0.06;0.06;0;0;0;1.15;1.15;1.15;1.15;0
511;"Marcus Pedersen";"Torino";29;1349;0;0;0;0.84;0.84;0.31;2.57;1.56;0.06;0.06;0.02;0.08;0.08;0.17;0.1
512;"Christos Mandas";"Lazio";9;810;0;0;0;0;0;0;2.29;2.29;0;0;0;0;0;0.25;0.25
513;"Alan Matturro";"Genoa";13;888;0;0;0;0.16;0.16;0.23;1.36;1.09;0.02;0.02;0.02;0.04;0.04;0.14;0.11
514;"Tomás Suslov";"Verona";31;2123;0;0;1;1.68;1.68;2.04;7.89;5.55;0.07;0.07;0.09;0.16;0.16;0.33;0.24
515;"Alejandro Jiménez";"AC Milan";22;1285;0;0;1;1.28;1.28;1.69;7.94;5.33;0.09;0.09;0.12;0.21;0.21;0.56;0.37
516;"Francesco Camarda";"AC Milan";10;194;0;0;0;0.52;0.52;0.28;1.52;0.88;0.24;0.24;0.13;0.37;0.37;0.7;0.41
517;"Alberto Manzoni";"Atalanta";1;1;0;0;0;0.03;0.03;0;0.03;0;2.95;2.95;0;2.95;2.95;2.95;0
518;"Stefan Lekovic";"Monza";7;355;0;0;0;0.07;0.07;0;0.23;0.23;0.02;0.02;0;0.02;0.02;0.06;0.06
519;"Tajon Buchanan";"Inter";6;79;0;0;0;0;0;0.06;0.28;0.21;0;0;0.07;0.07;0.07;0.32;0.24
520;"Kingstone Mutandwa";"Cagliari";6;102;0;0;0;0.21;0.21;0;1.04;0.83;0.18;0.18;0;0.18;0.18;0.92;0.73
521;"Omari Forson";"Monza";9;198;0;0;0;0.43;0.43;0.32;0.87;0.19;0.19;0.19;0.15;0.34;0.34;0.4;0.09
522;"Saba Goglichidze";"Empoli";33;2560;0;0;1;0.26;0.26;0.37;2.41;1.96;0.01;0.01;0.01;0.02;0.02;0.08;0.07
523;"Andrea Mazza";"Monza";1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
524;"Dani Silva";"Verona";11;398;0;0;0;0.03;0.03;0.15;1.55;1.4;0.01;0.01;0.03;0.04;0.04;0.35;0.32
525;"David Ankeye";"Genoa";4;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
526;"Maat Caprini";"Fiorentina";2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
527;"Matteo Palma";"Udinese";1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
528;"Junior Ajayi";"Verona";2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
529;"Federico Accornero";"Genoa";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530;"Honest Ahanor";"Genoa";6;263;0;0;0;0.7;0.7;0.06;0.53;0.07;0.24;0.24;0.02;0.26;0.26;0.18;0.02
531;"Zion Suzuki";"Parma Calcio 1913";37;3319;0;0;0;0;0;0;5.4;5.4;0;0;0;0;0;0.15;0.15
532;"Woyo Coulibaly";"Parma Calcio 1913";14;1082;0;0;1;0.11;0.11;1.3;3.64;2.44;0.01;0.01;0.11;0.12;0.12;0.3;0.2
533;"Alessandro Circati";"Parma Calcio 1913";6;540;0;0;0;0.18;0.18;0.02;1;0.98;0.03;0.03;0;0.03;0.03;0.17;0.16
534;"Mateusz Kowalski";"Parma Calcio 1913";1;61;0;0;0;0.55;0.55;0;0.57;0.02;0.81;0.81;0;0.81;0.81;0.84;0.03
535;"Lorenzo Tosto";"Empoli";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
536;"Álex Valle";"Como";15;1042;0;0;0;0.33;0.33;0.52;3.68;3.07;0.03;0.03;0.04;0.07;0.07;0.32;0.27
537;"Jesper Karlström";"Udinese";37;3201;0;0;3;1.02;1.02;1.68;8.54;6.68;0.03;0.03;0.05;0.08;0.08;0.24;0.19
538;"Martin Frese";"Verona";11;543;0;0;0;0.06;0.06;0.26;1.29;1;0.01;0.01;0.04;0.05;0.05;0.21;0.17
539;"Daniele Ghilardi";"Verona";24;2029;0;0;0;0.53;0.53;0.19;1.45;1.28;0.02;0.02;0.01;0.03;0.03;0.06;0.06
540;"Alen Sherri";"Cagliari";7;627;0;0;0;0;0;0.02;0.12;0.12;0;0;0;0;0;0.02;0.02
541;"Mattia Felici";"Cagliari";20;908;0;0;3;1.09;1.09;1.22;3.39;2.59;0.11;0.11;0.12;0.23;0.23;0.34;0.26
542;"Samuel Dahl";"Roma";2;39;0;0;0;0;0;0;0.06;0.06;0;0;0;0;0;0.15;0.15
543;"Richie Sagrado";"Venezia";3;145;0;0;0;0.03;0.03;0;0.06;0.03;0.02;0.02;0;0.02;0.02;0.04;0.02
544;"Issa Doumbia";"Venezia";24;922;0;0;0;1.56;1.56;0.12;2.52;1.29;0.15;0.15;0.01;0.16;0.16;0.25;0.13
545;"Kialonda Gaspar";"Lecce";24;2148;0;0;1;0.77;0.77;1.03;3.65;3.56;0.03;0.03;0.04;0.08;0.08;0.15;0.15
546;"Filip Marchwinski";"Lecce";1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
547;"Federico Cassa";"Atalanta";2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
548;"Jonas Rouhi";"Juventus";5;206;0;0;0;0;0;0;0.32;0.32;0;0;0;0;0;0.14;0.14
549;"Marco Sala";"Como,Lecce";10;325;0;0;0;0;0;0.42;0.72;0.41;0;0;0.12;0.12;0.12;0.2;0.11
550;"Matthias Braunöder";"Como";8;267;0;0;0;0.06;0.06;0;0.04;0.04;0.02;0.02;0;0.02;0.02;0.01;0.01
