Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
171,Gianluigi Donnarumma,it ITA,GK,Paris Saint-Germain,25,1999,24,24,"2,091",23.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
172,Sékou Doucoure,fr FRA,DF,Nantes,19,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Désiré Doué,fr FRA,"MF,FW",Paris Saint-Germain,19,2005,31,18,"1,730",19.2,6,6,12,6,0,0,1,0,0.31,0.31,0.62,0.31,0.62,Matches
174,Guela Doué,ci CIV,"DF,MF",Strasbourg,21,2002,32,30,"2,717",30.2,1,2,3,1,0,0,7,0,0.03,0.07,0.1,0.03,0.1,Matches
175,Douglas,br BRA,MF,Nantes,27,1997,28,28,"2,307",25.6,4,2,6,4,0,0,8,0,0.16,0.08,0.23,0.16,0.23,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,21,2003,31,31,"2,639",29.3,1,1,2,1,0,0,7,0,0.03,0.03,0.07,0.03,0.07,Matches
177,Kamory Doumbia,ml MLI,"MF,FW",Brest,21,2003,30,13,"1,322",14.7,3,2,5,3,0,0,1,0,0.2,0.14,0.34,0.2,0.34,Matches
178,Amidou Doumbouya,fr FRA,MF,Nice,16,2007,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
179,Jean-Kevin Duverne,ht HAI,DF,Nantes,27,1997,9,7,537,6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
180,Stefan Džodić,rs SRB,DF,Montpellier,19,2005,7,2,242,2.7,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
181,Aron Dønnum,no NOR,MF,Toulouse,26,1998,32,31,"2,689",29.9,3,2,5,3,0,0,6,0,0.1,0.07,0.17,0.1,0.17,Matches
182,Noah Edjouma,fr FRA,MF,Toulouse,18,2005,10,1,171,1.9,2,0,2,2,0,0,0,1,1.05,0,1.05,1.05,1.05,Matches
183,Jacques Ekomie,ga GAB,"DF,MF",Angers,20,2003,18,7,697,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
184,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,22,2002,29,29,"2,575",28.6,1,0,1,1,0,0,3,0,0.03,0,0.03,0.03,0.03,Matches
185,Meschak Elia,cd COD,FW,Nantes,26,1997,8,1,170,1.9,1,0,1,1,0,0,0,0,0.53,0,0.53,0.53,0.53,Matches
186,Breel Embolo,ch SUI,"FW,MF",Monaco,27,1997,29,19,"1,841",20.5,6,4,10,6,0,0,5,0,0.29,0.2,0.49,0.29,0.49,Matches
187,Emanuel Emegha,nl NED,FW,Strasbourg,21,2003,27,27,"2,293",25.5,14,3,17,14,0,0,5,0,0.55,0.12,0.67,0.55,0.67,Matches
188,Romain Faivre,fr FRA,"MF,FW",Brest,26,1998,20,10,899,10,3,2,5,2,1,1,2,0,0.3,0.2,0.5,0.2,0.4,Matches
189,Khalil Fayad,fr FRA,"MF,FW",Montpellier,20,2004,20,10,"1,028",11.4,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
190,Luiz Felipe,it ITA,DF,Marseille,27,1997,4,2,122,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
191,Zinedine Ferhat,dz ALG,MF,Angers,31,1993,24,8,849,9.4,2,0,2,2,0,0,1,0,0.21,0,0.21,0.21,0.21,Matches
192,Edimilson Fernandes,ch SUI,"MF,DF",Brest,28,1996,19,12,"1,105",12.3,0,1,1,0,0,0,1,0,0,0.08,0.08,0,0.08,Matches
193,Matias Fernandez-Pardo,be BEL,"MF,FW",Lille,19,2005,22,12,"1,065",11.8,4,2,6,4,0,0,4,0,0.34,0.17,0.51,0.34,0.51,Matches
194,Jordan Ferri,fr FRA,MF,Montpellier,32,1992,25,21,"1,773",19.7,0,2,2,0,0,0,6,1,0,0.1,0.1,0,0.1,Matches
195,Karol Fila,pl POL,DF,Strasbourg,26,1998,1,0,5,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
196,Malick Fofana,be BEL,"FW,MF",Lyon,19,2005,29,16,"1,589",17.7,5,4,9,5,0,0,2,0,0.28,0.23,0.51,0.28,0.51,Matches
197,Rayan Fofana,fr FRA,MF,Lens,18,2006,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
198,Seko Fofana,ci CIV,MF,Rennes,29,1995,16,9,844,9.4,1,1,2,1,0,0,3,0,0.11,0.11,0.21,0.11,0.21,Matches
199,Yahia Fofana,ci CIV,GK,Angers,23,2000,33,33,"2,970",33,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
200,Lamine Fomba,fr FRA,MF,Saint-Étienne,26,1998,7,3,217,2.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Przemysław Frankowski,pl POL,"MF,DF",Lens,29,1995,18,16,"1,387",15.4,4,2,6,2,2,2,3,0,0.26,0.13,0.39,0.13,0.26,Matches
202,Angelo Fulgini,fr FRA,MF,Lens,27,1996,23,11,"1,045",11.6,1,1,2,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,Matches
203,Kyogo Furuhashi,jp JPN,FW,Rennes,29,1995,6,1,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
204,Gauthier Gallon,fr FRA,GK,Rennes,31,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
205,Ignatius Ganago,cm CMR,MF,Nantes,25,1999,11,1,241,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
206,Ulisses Garcia,ch SUI,"DF,MF",Marseille,28,1996,20,10,930,10.3,2,2,4,2,0,0,2,0,0.19,0.19,0.39,0.19,0.39,Matches
207,Jean-Philippe Gbamin,ci CIV,MF,Nantes,28,1995,14,2,216,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
208,Mory Gbane,ci CIV,"DF,MF",Reims,23,2000,13,13,"1,125",12.5,0,1,1,0,0,0,2,0,0,0.08,0.08,0,0.08,Matches
209,Yann Gboho,fr FRA,"MF,FW",Toulouse,23,2001,31,27,"2,333",25.9,5,4,9,5,0,0,2,0,0.19,0.15,0.35,0.19,0.35,Matches
210,Denis Genreau,au AUS,MF,Toulouse,25,1999,8,2,222,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
211,Aleksandr Golovin,ru RUS,MF,Monaco,28,1996,19,13,"1,153",12.8,3,0,3,3,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches
212,André Gomes,pt POR,MF,Lille,31,1993,20,16,"1,276",14.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
213,Angel Gomes,eng ENG,MF,Lille,23,2000,14,10,736,8.2,1,1,2,1,0,1,1,0,0.12,0.12,0.24,0.12,0.24,Matches
214,Carlos Gómez,co COL,MF,Rennes,21,2002,17,2,381,4.2,3,0,3,3,0,0,1,0,0.71,0,0.71,0.71,0.71,Matches
215,Mathieu Gorgelin,fr FRA,GK,Le Havre,33,1990,16,16,"1,440",16,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
216,Amine Gouiri,dz ALG,FW,Marseille,24,2000,14,12,"1,048",11.6,10,3,13,10,0,0,0,0,0.86,0.26,1.12,0.86,1.12,Matches
217,Amine Gouiri,dz ALG,"MF,FW",Rennes,24,2000,19,11,"1,037",11.5,3,2,5,3,0,0,2,0,0.26,0.17,0.43,0.26,0.43,Matches
218,Jonathan Gradit,fr FRA,DF,Lens,31,1992,25,24,"2,112",23.5,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
219,Samuel Grandsir,fr FRA,"FW,MF",Le Havre,27,1996,6,0,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
220,Mason Greenwood,eng ENG,"MF,FW",Marseille,22,2001,34,32,"2,804",31.2,21,5,26,14,7,9,3,0,0.67,0.16,0.83,0.45,0.61,Matches
221,Albert Grønbaek,dk DEN,"MF,FW",Rennes,23,2001,16,9,813,9,2,1,3,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33,Matches
222,Gabriel Gudmundsson,se SWE,"DF,MF",Lille,25,1999,30,20,"1,785",19.8,2,0,2,2,0,0,3,0,0.1,0,0.1,0.1,0.1,Matches
223,Axel Gueguin,fr FRA,FW,Montpellier,19,2005,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
224,Evann Guessand,ci CIV,"MF,FW",Nice,23,2001,33,30,"2,565",28.5,12,8,20,12,0,0,2,0,0.42,0.28,0.7,0.42,0.7,Matches
225,Bahereba Guirassy,fr FRA,MF,Nantes,17,2006,19,2,348,3.9,2,0,2,2,0,0,0,0,0.52,0,0.52,0.52,0.52,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Massadio Haïdara,ml MLI,DF,Brest,31,1992,22,20,"1,678",18.6,0,0,0,0,0,0,3,2,0,0,0,0,0,Matches
227,Achraf Hakimi,ma MAR,DF,Paris Saint-Germain,25,1998,25,24,"2,066",23,4,6,10,4,0,0,4,0,0.17,0.26,0.44,0.17,0.44,Matches
228,Florent Hanin,dz ALG,DF,Angers,34,1990,33,31,"2,672",29.7,1,2,3,1,0,0,2,0,0.03,0.07,0.1,0.03,0.1,Matches
229,Hákon Haraldsson,is ISL,MF,Lille,21,2003,25,21,"1,755",19.5,5,3,8,5,0,0,3,0,0.26,0.15,0.41,0.26,0.41,Matches
